date,action,price,quantity,pnl
2025-05-23 11:03:52,BUY,1428.2,70,
2025-05-23 14:09:41,SELL,1427.8,70,-28.000000000006366
2025-05-23 14:41:19,SHORT SELL,1426.9,70,
