date,balance,position,buy_price,close_price,unrealized_pnl,net_worth
2025-02-20 09:15:00+05:30,100000.0,0,,22857.1,0.0,100000.0
2025-02-20 09:20:00+05:30,100000.0,1,22857.1,22856.4,-0.6999999999970896,99999.3
2025-02-20 09:25:00+05:30,99989.9,0,,22847.0,0.0,99989.9
2025-02-20 09:30:00+05:30,99989.9,0,,22866.9,0.0,99989.9
2025-02-20 09:35:00+05:30,99989.9,1,22866.9,22891.15,24.25,100014.15
2025-02-20 09:40:00+05:30,99989.9,1,22866.9,22881.25,14.349999999998545,100004.25
2025-02-20 09:45:00+05:30,99948.2,0,,22825.2,0.0,99948.2
2025-02-20 09:50:00+05:30,99948.2,0,,22857.85,0.0,99948.2
2025-02-20 09:55:00+05:30,99948.2,1,22857.85,22883.05,25.200000000000728,99973.4
2025-02-20 10:00:00+05:30,99948.2,1,22857.85,22874.7,16.850000000002183,99965.05
2025-02-20 10:05:00+05:30,99970.6,0,,22880.25,0.0,99970.6
2025-02-20 10:10:00+05:30,99970.6,1,22880.25,22873.75,-6.5,99964.1
2025-02-20 10:15:00+05:30,99977.65000000001,0,,22887.3,0.0,99977.65000000001
2025-02-20 10:20:00+05:30,99977.65000000001,1,22887.3,22885.95,-1.3499999999985448,99976.30000000002
2025-02-20 10:25:00+05:30,99970.85,0,,22880.5,0.0,99970.85
2025-02-20 10:30:00+05:30,99970.85,0,,22893.0,0.0,99970.85
2025-02-20 10:35:00+05:30,99970.85,1,22893.0,22891.7,-1.2999999999992724,99969.55
2025-02-20 10:40:00+05:30,99961.05,0,,22883.2,0.0,99961.05
2025-02-20 10:45:00+05:30,99961.05,0,,22885.4,0.0,99961.05
2025-02-20 10:50:00+05:30,99961.05,1,22885.4,22881.35,-4.05000000000291,99957.0
2025-02-20 10:55:00+05:30,99962.85,0,,22887.2,0.0,99962.85
2025-02-20 11:00:00+05:30,99962.85,1,22887.2,22899.85,12.649999999997817,99975.5
2025-02-20 11:05:00+05:30,99962.85,1,22887.2,22910.0,22.799999999999272,99985.65000000001
2025-02-20 11:10:00+05:30,99962.85,1,22887.2,22911.3,24.099999999998545,99986.95000000001
2025-02-20 11:15:00+05:30,99962.85,1,22887.2,22912.55,25.349999999998545,99988.20000000001
2025-02-20 11:20:00+05:30,99962.85,1,22887.2,22902.85,15.649999999997817,99978.5
2025-02-20 11:25:00+05:30,99980.0,0,,22904.35,0.0,99980.0
2025-02-20 11:30:00+05:30,99980.0,1,22904.35,22908.8,4.450000000000728,99984.45
2025-02-20 11:35:00+05:30,99980.0,1,22904.35,22899.5,-4.849999999998545,99975.15
2025-02-20 11:40:00+05:30,99979.25,0,,22903.6,0.0,99979.25
2025-02-20 11:45:00+05:30,99979.25,1,22903.6,22890.6,-13.0,99966.25
2025-02-20 11:50:00+05:30,99969.0,0,,22893.35,0.0,99969.0
2025-02-20 11:55:00+05:30,99969.0,1,22893.35,22896.5,3.150000000001455,99972.15
2025-02-20 12:00:00+05:30,99969.0,1,22893.35,22896.65,3.3000000000029104,99972.3
2025-02-20 12:05:00+05:30,99969.0,1,22893.35,22894.95,1.6000000000021828,99970.6
2025-02-20 12:10:00+05:30,99964.75,0,,22889.1,0.0,99964.75
2025-02-20 12:15:00+05:30,99964.75,0,,22892.9,0.0,99964.75
2025-02-20 12:20:00+05:30,99964.75,1,22892.9,22895.0,2.099999999998545,99966.85
2025-02-20 12:25:00+05:30,99964.75,1,22892.9,22895.1,2.1999999999970896,99966.95
2025-02-20 12:30:00+05:30,99964.75,1,22892.9,22893.45,0.5499999999992724,99965.3
2025-02-20 12:35:00+05:30,99977.4,0,,22905.55,0.0,99977.4
2025-02-20 12:40:00+05:30,99977.4,1,22905.55,22899.8,-5.75,99971.65
2025-02-20 12:45:00+05:30,99968.15,0,,22896.3,0.0,99968.15
2025-02-20 12:50:00+05:30,99968.15,0,,22904.2,0.0,99968.15
2025-02-20 12:55:00+05:30,99968.15,1,22904.2,22899.35,-4.850000000002183,99963.29999999999
2025-02-20 13:00:00+05:30,99940.34999999999,0,,22876.4,0.0,99940.34999999999
2025-02-20 13:05:00+05:30,99940.34999999999,0,,22885.1,0.0,99940.34999999999
2025-02-20 13:10:00+05:30,99940.34999999999,1,22885.1,22878.25,-6.849999999998545,99933.5
2025-02-20 13:15:00+05:30,99940.95,0,,22885.7,0.0,99940.95
2025-02-20 13:20:00+05:30,99940.95,1,22885.7,22885.05,-0.6500000000014552,99940.29999999999
2025-02-20 13:25:00+05:30,99939.0,0,,22883.75,0.0,99939.0
2025-02-20 13:30:00+05:30,99939.0,0,,22891.0,0.0,99939.0
2025-02-20 13:35:00+05:30,99939.0,1,22891.0,22891.9,0.9000000000014552,99939.9
2025-02-20 13:40:00+05:30,99954.0,0,,22906.0,0.0,99954.0
2025-02-20 13:45:00+05:30,99954.0,1,22906.0,22910.7,4.700000000000728,99958.7
2025-02-20 13:50:00+05:30,99954.0,1,22906.0,22916.5,10.5,99964.5
2025-02-20 13:55:00+05:30,99954.0,1,22906.0,22910.2,4.200000000000728,99958.2
2025-02-20 14:00:00+05:30,99954.9,0,,22906.9,0.0,99954.9
2025-02-20 14:05:00+05:30,99954.9,0,,22900.8,0.0,99954.9
2025-02-20 14:10:00+05:30,99954.9,0,,22899.5,0.0,99954.9
2025-02-20 14:15:00+05:30,99954.9,0,,22902.8,0.0,99954.9
2025-02-20 14:20:00+05:30,99954.9,1,22902.8,22905.0,2.2000000000007276,99957.09999999999
2025-02-20 14:25:00+05:30,99954.9,1,22902.8,22904.9,2.100000000002183,99957.0
2025-02-20 14:30:00+05:30,99955.75,0,,22903.65,0.0,99955.75
2025-02-20 14:35:00+05:30,99955.75,0,,22910.5,0.0,99955.75
2025-02-20 14:40:00+05:30,99955.75,1,22910.5,22912.65,2.150000000001455,99957.9
2025-02-20 14:45:00+05:30,99955.75,1,22910.5,22915.8,5.299999999999272,99961.05
2025-02-20 14:50:00+05:30,99955.75,1,22910.5,22899.5,-11.0,99944.75
2025-02-20 14:55:00+05:30,99956.9,0,,22911.65,0.0,99956.9
2025-02-20 15:00:00+05:30,99956.9,1,22911.65,22910.35,-1.3000000000029104,99955.59999999999
2025-02-20 15:05:00+05:30,99959.7,0,,22914.45,0.0,99959.7
2025-02-20 15:10:00+05:30,99959.7,1,22914.45,22917.15,2.7000000000007276,99962.4
2025-02-20 15:15:00+05:30,99959.7,1,22914.45,22919.3,4.849999999998545,99964.54999999999
2025-02-20 15:20:00+05:30,99959.7,1,22914.45,22918.6,4.149999999997817,99963.84999999999
2025-02-20 15:25:00+05:30,99951.5,0,,22906.25,0.0,99951.5
2025-02-21 09:15:00+05:30,99951.5,0,,22906.6,0.0,99951.5
2025-02-21 09:20:00+05:30,99951.5,1,22906.6,22907.65,1.0500000000029104,99952.55
2025-02-21 09:25:00+05:30,99951.5,1,22906.6,22896.95,-9.649999999997817,99941.85
2025-02-21 09:30:00+05:30,99934.0,0,,22889.1,0.0,99934.0
2025-02-21 09:35:00+05:30,99934.0,0,,22878.1,0.0,99934.0
2025-02-21 09:40:00+05:30,99934.0,0,,22843.5,0.0,99934.0
2025-02-21 09:45:00+05:30,99934.0,0,,22827.35,0.0,99934.0
2025-02-21 09:50:00+05:30,99934.0,0,,22812.6,0.0,99934.0
2025-02-21 09:55:00+05:30,99934.0,0,,22813.65,0.0,99934.0
2025-02-21 10:00:00+05:30,99934.0,1,22813.65,22819.0,5.349999999998545,99939.35
2025-02-21 10:05:00+05:30,99934.0,1,22813.65,22810.85,-2.8000000000029104,99931.2
2025-02-21 10:10:00+05:30,99881.0,0,,22760.65,0.0,99881.0
2025-02-21 10:15:00+05:30,99881.0,0,,22766.3,0.0,99881.0
2025-02-21 10:20:00+05:30,99881.0,1,22766.3,22774.1,7.799999999999272,99888.8
2025-02-21 10:25:00+05:30,99881.0,1,22766.3,22767.25,0.9500000000007276,99881.95
2025-02-21 10:30:00+05:30,99905.05,0,,22790.35,0.0,99905.05
2025-02-21 10:35:00+05:30,99905.05,1,22790.35,22781.55,-8.799999999999272,99896.25
2025-02-21 10:40:00+05:30,99903.90000000001,0,,22789.2,0.0,99903.90000000001
2025-02-21 10:45:00+05:30,99903.90000000001,1,22789.2,22775.85,-13.350000000002183,99890.55
2025-02-21 10:50:00+05:30,99877.3,0,,22762.6,0.0,99877.3
2025-02-21 10:55:00+05:30,99877.3,0,,22777.25,0.0,99877.3
2025-02-21 11:00:00+05:30,99877.3,1,22777.25,22780.55,3.2999999999992724,99880.6
2025-02-21 11:05:00+05:30,99877.3,1,22777.25,22744.25,-33.0,99844.3
2025-02-21 11:10:00+05:30,99868.0,0,,22767.95,0.0,99868.0
2025-02-21 11:15:00+05:30,99868.0,1,22767.95,22759.25,-8.700000000000728,99859.3
2025-02-21 11:20:00+05:30,99852.05,0,,22752.0,0.0,99852.05
2025-02-21 11:25:00+05:30,99852.05,0,,22764.95,0.0,99852.05
2025-02-21 11:30:00+05:30,99852.05,1,22764.95,22783.8,18.849999999998545,99870.9
2025-02-21 11:35:00+05:30,99852.05,1,22764.95,22807.7,42.75,99894.8
2025-02-21 11:40:00+05:30,99852.05,1,22764.95,22800.75,35.79999999999927,99887.85
2025-02-21 11:45:00+05:30,99880.05,0,,22792.95,0.0,99880.05
2025-02-21 11:50:00+05:30,99880.05,0,,22798.75,0.0,99880.05
2025-02-21 11:55:00+05:30,99880.05,1,22798.75,22791.6,-7.150000000001455,99872.9
2025-02-21 12:00:00+05:30,99866.8,0,,22785.5,0.0,99866.8
2025-02-21 12:05:00+05:30,99866.8,0,,22782.65,0.0,99866.8
2025-02-21 12:10:00+05:30,99866.8,0,,22786.3,0.0,99866.8
2025-02-21 12:15:00+05:30,99866.8,1,22786.3,22797.45,11.150000000001455,99877.95000000001
2025-02-21 12:20:00+05:30,99866.8,1,22786.3,22801.2,14.900000000001455,99881.70000000001
2025-02-21 12:25:00+05:30,99866.8,1,22786.3,22807.5,21.200000000000728,99888.0
2025-02-21 12:30:00+05:30,99866.8,1,22786.3,22822.35,36.04999999999927,99902.85
2025-02-21 12:35:00+05:30,99866.8,1,22786.3,22821.45,35.150000000001455,99901.95000000001
2025-02-21 12:40:00+05:30,99866.8,1,22786.3,22810.7,24.400000000001455,99891.20000000001
2025-02-21 12:45:00+05:30,99894.5,0,,22814.0,0.0,99894.5
2025-02-21 12:50:00+05:30,99894.5,1,22814.0,22799.5,-14.5,99880.0
2025-02-21 12:55:00+05:30,99867.35,0,,22786.85,0.0,99867.35
2025-02-21 13:00:00+05:30,99867.35,0,,22769.3,0.0,99867.35
2025-02-21 13:05:00+05:30,99867.35,0,,22770.2,0.0,99867.35
2025-02-21 13:10:00+05:30,99867.35,1,22770.2,22776.7,6.5,99873.85
2025-02-21 13:15:00+05:30,99867.35,1,22770.2,22779.45,9.25,99876.6
