date,balance,position,buy_price,close_price,unrealized_pnl,net_worth
2025-02-24 11:10:00+05:30,100000.0,0,,22568.55,0.0,100000.0
2025-02-24 11:15:00+05:30,100000.0,0,,22579.8,0.0,100000.0
2025-02-24 11:20:00+05:30,100000.0,0,,22579.7,0.0,100000.0
2025-02-24 11:25:00+05:30,100000.0,0,,22574.3,0.0,100000.0
2025-02-24 11:30:00+05:30,100000.0,0,,22576.9,0.0,100000.0
2025-02-24 11:35:00+05:30,100000.0,0,,22579.9,0.0,100000.0
2025-02-24 11:40:00+05:30,100000.0,0,,22610.1,0.0,100000.0
2025-02-24 11:45:00+05:30,100000.0,0,,22614.65,0.0,100000.0
2025-02-24 11:50:00+05:30,100000.0,0,,22607.7,0.0,100000.0
2025-02-24 11:55:00+05:30,100000.0,0,,22589.5,0.0,100000.0
2025-02-24 12:00:00+05:30,100000.0,0,,22576.5,0.0,100000.0
2025-02-24 12:05:00+05:30,100000.0,0,,22567.5,0.0,100000.0
2025-02-24 12:10:00+05:30,100000.0,0,,22561.15,0.0,100000.0
2025-02-24 12:15:00+05:30,100000.0,0,,22571.35,0.0,100000.0
2025-02-24 12:20:00+05:30,100000.0,0,,22567.8,0.0,100000.0
2025-02-24 12:25:00+05:30,100000.0,0,,22562.1,0.0,100000.0
2025-02-24 12:30:00+05:30,100000.0,0,,22564.3,0.0,100000.0
2025-02-24 12:35:00+05:30,100000.0,0,,22583.15,0.0,100000.0
2025-02-24 12:40:00+05:30,100000.0,0,,22564.55,0.0,100000.0
2025-02-24 12:45:00+05:30,100000.0,0,,22566.1,0.0,100000.0
2025-02-24 12:50:00+05:30,100000.0,0,,22571.55,0.0,100000.0
2025-02-24 12:55:00+05:30,100000.0,0,,22576.95,0.0,100000.0
2025-02-24 13:00:00+05:30,100000.0,0,,22585.55,0.0,100000.0
2025-02-24 13:05:00+05:30,100000.0,0,,22585.4,0.0,100000.0
2025-02-24 13:10:00+05:30,100000.0,0,,22572.35,0.0,100000.0
2025-02-24 13:15:00+05:30,100000.0,0,,22575.95,0.0,100000.0
2025-02-24 13:20:00+05:30,100000.0,0,,22552.5,0.0,100000.0
2025-02-24 13:25:00+05:30,100000.0,0,,22560.2,0.0,100000.0
2025-02-24 13:30:00+05:30,100000.0,0,,22562.8,0.0,100000.0
2025-02-24 13:35:00+05:30,100000.0,0,,22535.45,0.0,100000.0
2025-02-24 13:40:00+05:30,100000.0,0,,22533.45,0.0,100000.0
2025-02-24 13:45:00+05:30,100000.0,0,,22530.8,0.0,100000.0
2025-02-24 13:50:00+05:30,100000.0,0,,22546.25,0.0,100000.0
2025-02-24 13:55:00+05:30,100000.0,0,,22546.05,0.0,100000.0
2025-02-24 14:00:00+05:30,100000.0,0,,22548.75,0.0,100000.0
2025-02-24 14:05:00+05:30,100000.0,0,,22533.55,0.0,100000.0
2025-02-24 14:10:00+05:30,100000.0,0,,22543.65,0.0,100000.0
2025-02-24 14:15:00+05:30,100000.0,0,,22558.5,0.0,100000.0
2025-02-24 14:20:00+05:30,100000.0,0,,22547.3,0.0,100000.0
2025-02-24 14:25:00+05:30,100000.0,0,,22541.85,0.0,100000.0
2025-02-24 14:30:00+05:30,100000.0,0,,22556.85,0.0,100000.0
2025-02-24 14:35:00+05:30,100000.0,0,,22566.15,0.0,100000.0
2025-02-24 14:40:00+05:30,100000.0,0,,22571.9,0.0,100000.0
2025-02-24 14:45:00+05:30,100000.0,0,,22575.15,0.0,100000.0
2025-02-24 14:50:00+05:30,100000.0,0,,22575.3,0.0,100000.0
2025-02-24 14:55:00+05:30,100000.0,0,,22571.5,0.0,100000.0
2025-02-24 15:00:00+05:30,100000.0,0,,22547.1,0.0,100000.0
2025-02-24 15:05:00+05:30,100000.0,0,,22561.95,0.0,100000.0
2025-02-24 15:10:00+05:30,100000.0,0,,22554.35,0.0,100000.0
2025-02-24 15:15:00+05:30,100000.0,0,,22549.05,0.0,100000.0
2025-02-24 15:20:00+05:30,100000.0,0,,22547.95,0.0,100000.0
2025-02-24 15:25:00+05:30,100000.0,0,,22548.85,0.0,100000.0
