date,open,high,low,close,volume
2025-02-20 12:20:00+05:30,22892.85,22896.85,22890.4,22895.0,0
2025-02-20 12:25:00+05:30,22894.55,22899.3,22891.15,22895.1,0
2025-02-20 12:30:00+05:30,22894.85,22898.8,22887.05,22893.45,0
2025-02-20 12:35:00+05:30,22893.4,22905.55,22891.9,22905.55,0
2025-02-20 12:40:00+05:30,22905.35,22908.8,22896.6,22899.8,0
2025-02-20 12:45:00+05:30,22899.6,22903.0,22893.5,22896.3,0
2025-02-20 12:50:00+05:30,22896.25,22906.45,22891.4,22904.2,0
2025-02-20 12:55:00+05:30,22903.9,22906.35,22894.3,22899.35,0
2025-02-20 13:00:00+05:30,22898.25,22899.85,22870.55,22876.4,0
2025-02-20 13:05:00+05:30,22877.0,22888.05,22874.6,22885.1,0
2025-02-20 13:10:00+05:30,22883.2,22886.85,22876.75,22878.25,0
2025-02-20 13:15:00+05:30,22878.05,22887.35,22875.75,22885.7,0
2025-02-20 13:20:00+05:30,22885.55,22889.9,22879.15,22885.05,0
2025-02-20 13:25:00+05:30,22884.85,22888.45,22876.35,22883.75,0
2025-02-20 13:30:00+05:30,22883.95,22893.8,22883.95,22891.0,0
2025-02-20 13:35:00+05:30,22892.05,22898.65,22889.5,22891.9,0
2025-02-20 13:40:00+05:30,22891.8,22907.3,22891.35,22906.0,0
2025-02-20 13:45:00+05:30,22906.3,22917.1,22898.7,22910.7,0
2025-02-20 13:50:00+05:30,22910.85,22923.0,22905.55,22916.5,0
2025-02-20 13:55:00+05:30,22917.3,22918.55,22902.3,22910.2,0
2025-02-20 14:00:00+05:30,22910.25,22912.75,22901.8,22906.9,0
2025-02-20 14:05:00+05:30,22906.9,22909.25,22894.35,22900.8,0
2025-02-20 14:10:00+05:30,22901.55,22907.35,22893.8,22899.5,0
2025-02-20 14:15:00+05:30,22900.05,22905.45,22895.25,22902.8,0
2025-02-20 14:20:00+05:30,22902.95,22905.95,22899.75,22905.0,0
2025-02-20 14:25:00+05:30,22905.35,22910.35,22903.45,22904.9,0
2025-02-20 14:30:00+05:30,22905.35,22907.7,22899.75,22903.65,0
2025-02-20 14:35:00+05:30,22904.0,22914.45,22900.85,22910.5,0
2025-02-20 14:40:00+05:30,22910.35,22916.6,22908.85,22912.65,0
2025-02-20 14:45:00+05:30,22913.15,22923.85,22910.35,22915.8,0
2025-02-20 14:50:00+05:30,22915.55,22917.3,22896.95,22899.5,0
2025-02-20 14:55:00+05:30,22899.35,22912.2,22899.05,22911.65,0
2025-02-20 15:00:00+05:30,22911.2,22920.05,22906.9,22910.35,0
2025-02-20 15:05:00+05:30,22910.8,22914.5,22906.95,22914.45,0
2025-02-20 15:10:00+05:30,22914.85,22918.3,22905.65,22917.15,0
2025-02-20 15:15:00+05:30,22916.2,22920.8,22914.2,22919.3,0
2025-02-20 15:20:00+05:30,22919.1,22920.1,22911.4,22918.6,0
2025-02-20 15:25:00+05:30,22917.95,22920.3,22905.0,22906.25,0
2025-02-21 09:15:00+05:30,22855.8,22911.75,22849.65,22906.6,0
2025-02-21 09:20:00+05:30,22906.7,22921.0,22899.0,22907.65,0
2025-02-21 09:25:00+05:30,22906.65,22907.4,22882.3,22896.95,0
2025-02-21 09:30:00+05:30,22896.4,22906.25,22885.3,22889.1,0
2025-02-21 09:35:00+05:30,22889.25,22898.15,22875.7,22878.1,0
2025-02-21 09:40:00+05:30,22877.55,22877.7,22839.75,22843.5,0
2025-02-21 09:45:00+05:30,22844.45,22852.95,22826.15,22827.35,0
2025-02-21 09:50:00+05:30,22828.35,22830.5,22810.1,22812.6,0
2025-02-21 09:55:00+05:30,22812.05,22837.7,22810.7,22813.65,0
2025-02-21 10:00:00+05:30,22813.85,22827.8,22802.25,22819.0,0
2025-02-21 10:05:00+05:30,22818.85,22824.2,22804.85,22810.85,0
2025-02-21 10:10:00+05:30,22812.15,22818.6,22759.35,22760.65,0
2025-02-21 10:15:00+05:30,22760.2,22776.25,22733.3,22766.3,0
2025-02-21 10:20:00+05:30,22765.75,22788.35,22765.75,22774.1,0
2025-02-21 10:25:00+05:30,22773.1,22780.2,22767.25,22767.25,0
2025-02-21 10:30:00+05:30,22767.0,22790.5,22765.8,22790.35,0
2025-02-21 10:35:00+05:30,22790.5,22798.0,22774.3,22781.55,0
2025-02-21 10:40:00+05:30,22782.5,22790.9,22773.95,22789.2,0
2025-02-21 10:45:00+05:30,22789.55,22797.95,22775.85,22775.85,0
2025-02-21 10:50:00+05:30,22775.45,22782.25,22755.05,22762.6,0
2025-02-21 10:55:00+05:30,22762.65,22777.25,22758.45,22777.25,0
2025-02-21 11:00:00+05:30,22776.5,22788.15,22775.75,22780.55,0
2025-02-21 11:05:00+05:30,22779.0,22788.65,22742.85,22744.25,0
2025-02-21 11:10:00+05:30,22744.05,22770.45,22740.7,22767.95,0
2025-02-21 11:15:00+05:30,22768.0,22768.0,22755.0,22759.25,0
2025-02-21 11:20:00+05:30,22758.5,22763.8,22751.95,22752.0,0
2025-02-21 11:25:00+05:30,22751.9,22765.65,22746.8,22764.95,0
2025-02-21 11:30:00+05:30,22764.95,22785.25,22764.65,22783.8,0
2025-02-21 11:35:00+05:30,22783.55,22820.9,22783.55,22807.7,0
2025-02-21 11:40:00+05:30,22808.85,22814.0,22798.9,22800.75,0
2025-02-21 11:45:00+05:30,22800.8,22807.05,22786.95,22792.95,0
2025-02-21 11:50:00+05:30,22792.85,22807.35,22792.6,22798.75,0
2025-02-21 11:55:00+05:30,22798.25,22809.6,22788.9,22791.6,0
2025-02-21 12:00:00+05:30,22791.4,22799.05,22779.7,22785.5,0
2025-02-21 12:05:00+05:30,22785.65,22792.75,22777.1,22782.65,0
2025-02-21 12:10:00+05:30,22783.6,22789.1,22776.7,22786.3,0
2025-02-21 12:15:00+05:30,22786.2,22801.7,22784.15,22797.45,0
2025-02-21 12:20:00+05:30,22798.0,22806.15,22793.95,22801.2,0
2025-02-21 12:25:00+05:30,22799.25,22809.15,22794.85,22807.5,0
2025-02-21 12:30:00+05:30,22807.0,22822.95,22802.2,22822.35,0
2025-02-21 12:35:00+05:30,22821.0,22824.45,22810.3,22821.45,0
2025-02-21 12:40:00+05:30,22820.05,22824.1,22810.7,22810.7,0
2025-02-21 12:45:00+05:30,22809.6,22816.2,22799.4,22814.0,0
2025-02-21 12:50:00+05:30,22812.35,22818.45,22798.1,22799.5,0
2025-02-21 12:55:00+05:30,22799.0,22802.1,22785.25,22786.85,0
2025-02-21 13:00:00+05:30,22788.1,22789.3,22757.95,22769.3,0
2025-02-21 13:05:00+05:30,22767.55,22778.65,22766.9,22770.2,0
2025-02-21 13:10:00+05:30,22769.25,22783.8,22768.6,22776.7,0
2025-02-21 13:15:00+05:30,22775.3,22787.2,22766.75,22779.45,0
2025-02-21 13:20:00+05:30,22778.45,22779.25,22770.0,22775.95,0
2025-02-21 13:25:00+05:30,22774.2,22778.2,22749.75,22753.55,0
2025-02-21 13:30:00+05:30,22751.8,22768.55,22751.55,22765.8,0
2025-02-21 13:35:00+05:30,22764.4,22767.05,22723.8,22726.95,0
2025-02-21 13:40:00+05:30,22726.7,22739.5,22721.8,22735.6,0
2025-02-21 13:45:00+05:30,22735.25,22736.3,22720.3,22731.0,0
2025-02-21 13:50:00+05:30,22729.7,22753.1,22729.55,22752.75,0
2025-02-21 13:55:00+05:30,22751.75,22758.3,22749.1,22756.15,0
2025-02-21 14:00:00+05:30,22755.05,22766.4,22739.6,22753.25,0
2025-02-21 14:05:00+05:30,22752.9,22778.3,22750.95,22770.5,0
2025-02-21 14:10:00+05:30,22769.8,22781.15,22769.4,22778.9,0
2025-02-21 14:15:00+05:30,22778.6,22790.85,22773.75,22789.65,0
2025-02-21 14:20:00+05:30,22788.9,22792.05,22779.8,22782.6,0
2025-02-21 14:25:00+05:30,22782.45,22785.0,22760.05,22770.8,0
2025-02-21 14:30:00+05:30,22769.35,22785.6,22765.35,22770.1,0
2025-02-21 14:35:00+05:30,22768.75,22781.75,22768.75,22779.9,0
2025-02-21 14:40:00+05:30,22781.0,22792.5,22777.2,22786.6,0
2025-02-21 14:45:00+05:30,22787.2,22798.75,22780.7,22797.25,0
2025-02-21 14:50:00+05:30,22796.05,22800.7,22781.2,22784.3,0
2025-02-21 14:55:00+05:30,22782.1,22787.2,22771.75,22772.8,0
2025-02-21 15:00:00+05:30,22771.5,22796.6,22771.5,22790.65,0
2025-02-21 15:05:00+05:30,22790.4,22808.15,22790.4,22807.5,0
2025-02-21 15:10:00+05:30,22808.85,22812.7,22806.05,22810.75,0
2025-02-21 15:15:00+05:30,22810.2,22812.25,22788.25,22794.3,0
2025-02-21 15:20:00+05:30,22793.25,22797.05,22789.2,22791.7,0
2025-02-21 15:25:00+05:30,22792.0,22795.4,22763.2,22764.35,0
2025-02-24 09:15:00+05:30,22611.5,22668.05,22607.5,22645.0,0
2025-02-24 09:20:00+05:30,22644.65,22644.65,22613.6,22624.55,0
2025-02-24 09:25:00+05:30,22625.7,22645.25,22612.35,22621.4,0
2025-02-24 09:30:00+05:30,22619.95,22644.35,22619.85,22627.4,0
2025-02-24 09:35:00+05:30,22626.85,22628.7,22575.75,22586.25,0
2025-02-24 09:40:00+05:30,22586.75,22589.5,22563.2,22570.75,0
2025-02-24 09:45:00+05:30,22571.65,22596.0,22568.15,22591.5,0
2025-02-24 09:50:00+05:30,22591.05,22596.95,22580.1,22587.6,0
2025-02-24 09:55:00+05:30,22587.65,22596.7,22574.3,22582.55,0
2025-02-24 10:00:00+05:30,22581.85,22586.8,22566.3,22574.2,0
2025-02-24 10:05:00+05:30,22574.4,22576.75,22560.3,22576.6,0
2025-02-24 10:10:00+05:30,22574.35,22590.05,22568.8,22572.15,0
2025-02-24 10:15:00+05:30,22572.5,22578.65,22565.0,22571.9,0
2025-02-24 10:20:00+05:30,22571.95,22580.9,22549.05,22552.7,0
2025-02-24 10:25:00+05:30,22552.0,22569.85,22548.35,22567.35,0
2025-02-24 10:30:00+05:30,22567.3,22575.5,22562.95,22574.1,0
2025-02-24 10:35:00+05:30,22574.4,22574.7,22555.85,22558.55,0
2025-02-24 10:40:00+05:30,22558.1,22563.05,22553.0,22554.55,0
2025-02-24 10:45:00+05:30,22554.7,22579.05,22553.45,22577.4,0
2025-02-24 10:50:00+05:30,22577.55,22579.35,22568.6,22571.05,0
2025-02-24 10:55:00+05:30,22571.0,22574.6,22552.0,22555.35,0
2025-02-24 11:00:00+05:30,22552.85,22562.2,22550.1,22561.6,0
2025-02-24 11:05:00+05:30,22561.65,22577.25,22559.3,22575.35,0
2025-02-24 11:10:00+05:30,22574.3,22580.95,22568.55,22568.55,0
2025-02-24 11:15:00+05:30,22567.75,22584.6,22565.4,22579.8,0
2025-02-24 11:20:00+05:30,22579.8,22583.8,22576.7,22579.7,0
2025-02-24 11:25:00+05:30,22579.5,22580.6,22563.75,22574.3,0
2025-02-24 11:30:00+05:30,22573.85,22577.4,22568.65,22576.9,0
2025-02-24 11:35:00+05:30,22579.15,22580.8,22573.05,22579.9,0
2025-02-24 11:40:00+05:30,22579.6,22611.85,22579.1,22610.1,0
2025-02-24 11:45:00+05:30,22610.35,22620.05,22600.15,22614.65,0
2025-02-24 11:50:00+05:30,22614.2,22617.8,22605.55,22607.7,0
2025-02-24 11:55:00+05:30,22608.35,22613.4,22588.55,22589.5,0
2025-02-24 12:00:00+05:30,22590.4,22594.05,22573.15,22576.5,0
2025-02-24 12:05:00+05:30,22576.3,22576.85,22559.5,22567.5,0
2025-02-24 12:10:00+05:30,22567.5,22576.3,22559.35,22561.15,0
2025-02-24 12:15:00+05:30,22561.25,22571.8,22558.6,22571.35,0
2025-02-24 12:20:00+05:30,22570.8,22571.45,22562.25,22567.8,0
2025-02-24 12:25:00+05:30,22568.1,22571.85,22558.9,22562.1,0
2025-02-24 12:30:00+05:30,22562.2,22569.35,22553.9,22564.3,0
2025-02-24 12:35:00+05:30,22564.8,22583.9,22561.45,22583.15,0
2025-02-24 12:40:00+05:30,22582.8,22582.8,22562.9,22564.55,0
2025-02-24 12:45:00+05:30,22563.95,22578.35,22562.95,22566.1,0
2025-02-24 12:50:00+05:30,22564.3,22571.55,22562.65,22571.55,0
2025-02-24 12:55:00+05:30,22572.3,22587.45,22569.4,22576.95,0
2025-02-24 13:00:00+05:30,22575.55,22587.35,22571.1,22585.55,0
2025-02-24 13:05:00+05:30,22585.6,22591.0,22579.75,22585.4,0
2025-02-24 13:10:00+05:30,22585.8,22586.1,22570.9,22572.35,0
2025-02-24 13:15:00+05:30,22572.3,22576.25,22568.2,22575.95,0
2025-02-24 13:20:00+05:30,22575.05,22580.35,22551.6,22552.5,0
2025-02-24 13:25:00+05:30,22552.35,22562.15,22544.3,22560.2,0
2025-02-24 13:30:00+05:30,22560.35,22565.2,22555.3,22562.8,0
2025-02-24 13:35:00+05:30,22564.15,22564.15,22524.7,22535.45,0
2025-02-24 13:40:00+05:30,22534.8,22544.3,22532.15,22533.45,0
2025-02-24 13:45:00+05:30,22533.25,22534.9,22518.8,22530.8,0
2025-02-24 13:50:00+05:30,22531.05,22546.3,22530.6,22546.25,0
2025-02-24 13:55:00+05:30,22545.95,22547.55,22538.15,22546.05,0
2025-02-24 14:00:00+05:30,22546.65,22553.5,22540.9,22548.75,0
2025-02-24 14:05:00+05:30,22548.9,22549.45,22531.7,22533.55,0
2025-02-24 14:10:00+05:30,22533.8,22547.6,22533.8,22543.65,0
2025-02-24 14:15:00+05:30,22544.8,22559.85,22538.9,22558.5,0
2025-02-24 14:20:00+05:30,22559.55,22562.3,22541.75,22547.3,0
2025-02-24 14:25:00+05:30,22547.05,22552.65,22536.45,22541.85,0
2025-02-24 14:30:00+05:30,22541.9,22560.65,22540.95,22556.85,0
2025-02-24 14:35:00+05:30,22556.9,22576.25,22555.5,22566.15,0
2025-02-24 14:40:00+05:30,22565.05,22576.45,22561.7,22571.9,0
2025-02-24 14:45:00+05:30,22573.0,22590.15,22572.3,22575.15,0
2025-02-24 14:50:00+05:30,22576.2,22582.45,22566.85,22575.3,0
2025-02-24 14:55:00+05:30,22574.8,22574.8,22567.75,22571.5,0
2025-02-24 15:00:00+05:30,22572.45,22577.05,22545.3,22547.1,0
2025-02-24 15:05:00+05:30,22547.3,22561.95,22547.3,22561.95,0
2025-02-24 15:10:00+05:30,22562.65,22566.55,22551.5,22554.35,0
2025-02-24 15:15:00+05:30,22554.6,22563.05,22548.1,22549.05,0
2025-02-24 15:20:00+05:30,22549.9,22550.6,22544.15,22547.95,0
2025-02-24 15:25:00+05:30,22547.9,22555.65,22545.4,22548.85,0
2025-02-25 09:15:00+05:30,22516.45,22584.65,22516.45,22547.1,0
2025-02-25 09:20:00+05:30,22548.0,22564.95,22540.75,22560.35,0
2025-02-25 09:25:00+05:30,22560.7,22566.2,22532.15,22552.75,0
2025-02-25 09:30:00+05:30,22554.25,22584.95,22546.25,22584.25,0
2025-02-25 09:35:00+05:30,22584.0,22611.75,22579.75,22601.2,0
2025-02-25 09:40:00+05:30,22600.55,22608.9,22592.9,22603.85,0
2025-02-25 09:45:00+05:30,22605.0,22625.3,22591.6,22621.9,0
2025-02-25 09:50:00+05:30,22621.35,22622.1,22604.15,22609.75,0
2025-02-25 09:55:00+05:30,22608.7,22613.05,22594.95,22607.2,0
2025-02-25 10:00:00+05:30,22606.55,22608.4,22587.45,22594.55,0
2025-02-25 10:05:00+05:30,22594.15,22601.85,22583.7,22585.15,0
2025-02-25 10:10:00+05:30,22585.85,22603.55,22582.2,22597.5,0
2025-02-25 10:15:00+05:30,22598.35,22601.15,22569.5,22572.75,0
2025-02-25 10:20:00+05:30,22573.1,22579.5,22567.3,22572.7,0
2025-02-25 10:25:00+05:30,22571.0,22582.8,22565.9,22576.15,0
2025-02-25 10:30:00+05:30,22577.3,22584.05,22565.0,22576.05,0
2025-02-25 10:35:00+05:30,22578.7,22594.0,22574.95,22586.45,0
2025-02-25 10:40:00+05:30,22586.75,22588.9,22577.8,22582.8,0
2025-02-25 10:45:00+05:30,22583.0,22585.7,22561.5,22565.05,0
2025-02-25 10:50:00+05:30,22566.55,22569.2,22558.9,22565.5,0
2025-02-25 10:55:00+05:30,22565.0,22573.2,22559.0,22563.5,0
2025-02-25 11:00:00+05:30,22564.25,22564.5,22555.15,22561.55,0
2025-02-25 11:05:00+05:30,22561.95,22566.45,22558.5,22564.25,0
2025-02-25 11:10:00+05:30,22563.95,22569.25,22562.2,22566.45,0
2025-02-25 11:15:00+05:30,22566.95,22569.2,22561.0,22563.95,0
2025-02-25 11:20:00+05:30,22564.2,22565.7,22556.3,22560.1,0
2025-02-25 11:25:00+05:30,22559.75,22560.1,22550.65,22553.0,0
2025-02-25 11:30:00+05:30,22553.9,22555.3,22544.85,22552.85,0
2025-02-25 11:35:00+05:30,22552.8,22565.95,22552.2,22564.35,0
2025-02-25 11:40:00+05:30,22564.55,22569.7,22560.15,22568.45,0
2025-02-25 11:45:00+05:30,22568.45,22573.6,22557.35,22557.6,0
2025-02-25 11:50:00+05:30,22557.75,22561.65,22556.4,22557.25,0
2025-02-25 11:55:00+05:30,22557.05,22563.9,22555.85,22559.45,0
2025-02-25 12:00:00+05:30,22559.2,22561.2,22553.0,22557.95,0
2025-02-25 12:05:00+05:30,22557.85,22573.05,22557.2,22571.3,0
2025-02-25 12:10:00+05:30,22571.45,22581.15,22567.85,22572.65,0
2025-02-25 12:15:00+05:30,22572.4,22590.3,22572.15,22577.7,0
2025-02-25 12:20:00+05:30,22577.1,22580.35,22572.1,22576.15,0
2025-02-25 12:25:00+05:30,22576.4,22586.35,22572.3,22578.2,0
2025-02-25 12:30:00+05:30,22577.95,22578.25,22569.5,22572.1,0
2025-02-25 12:35:00+05:30,22572.15,22575.5,22567.05,22569.0,0
2025-02-25 12:40:00+05:30,22568.6,22571.75,22566.05,22567.65,0
2025-02-25 12:45:00+05:30,22567.65,22572.95,22567.3,22571.15,0
2025-02-25 12:50:00+05:30,22571.3,22574.2,22566.95,22570.0,0
2025-02-25 12:55:00+05:30,22569.65,22580.9,22568.55,22574.0,0
2025-02-25 13:00:00+05:30,22574.6,22578.9,22573.8,22576.35,0
2025-02-25 13:05:00+05:30,22575.7,22596.4,22573.85,22596.25,0
2025-02-25 13:10:00+05:30,22594.25,22600.4,22591.8,22592.75,0
2025-02-25 13:15:00+05:30,22592.85,22595.35,22581.35,22581.35,0
2025-02-25 13:20:00+05:30,22580.7,22584.55,22573.75,22577.95,0
2025-02-25 13:25:00+05:30,22577.8,22580.0,22571.25,22577.2,0
2025-02-25 13:30:00+05:30,22577.8,22587.7,22575.95,22584.5,0
2025-02-25 13:35:00+05:30,22583.85,22588.85,22578.35,22585.25,0
2025-02-25 13:40:00+05:30,22584.65,22590.9,22582.9,22587.15,0
2025-02-25 13:45:00+05:30,22585.65,22595.2,22584.05,22589.7,0
2025-02-25 13:50:00+05:30,22590.6,22595.9,22582.05,22582.45,0
2025-02-25 13:55:00+05:30,22582.9,22587.2,22577.5,22582.15,0
2025-02-25 14:00:00+05:30,22582.55,22591.0,22582.55,22584.5,0
2025-02-25 14:05:00+05:30,22586.25,22586.5,22578.6,22582.75,0
2025-02-25 14:10:00+05:30,22584.05,22584.8,22575.1,22582.05,0
2025-02-25 14:15:00+05:30,22582.75,22585.25,22575.8,22577.35,0
2025-02-25 14:20:00+05:30,22577.1,22582.45,22573.95,22578.0,0
2025-02-25 14:25:00+05:30,22577.05,22585.4,22576.7,22581.7,0
2025-02-25 14:30:00+05:30,22582.3,22585.6,22577.8,22579.5,0
2025-02-25 14:35:00+05:30,22579.7,22585.95,22577.55,22581.9,0
2025-02-25 14:40:00+05:30,22582.35,22583.95,22577.15,22580.65,0
2025-02-25 14:45:00+05:30,22580.5,22583.25,22575.45,22577.55,0
2025-02-25 14:50:00+05:30,22577.9,22580.9,22568.0,22572.9,0
2025-02-25 14:55:00+05:30,22572.9,22577.05,22568.2,22572.15,0
2025-02-25 15:00:00+05:30,22573.05,22573.3,22556.3,22557.85,0
2025-02-25 15:05:00+05:30,22559.15,22562.55,22546.25,22555.3,0
2025-02-25 15:10:00+05:30,22555.95,22566.3,22552.5,22553.35,0
2025-02-25 15:15:00+05:30,22554.55,22559.95,22540.4,22543.7,0
2025-02-25 15:20:00+05:30,22545.05,22545.05,22525.65,22530.05,0
2025-02-25 15:25:00+05:30,22530.9,22532.85,22513.9,22526.3,0
2025-02-27 09:15:00+05:30,22568.95,22613.3,22568.95,22579.45,0
2025-02-27 09:20:00+05:30,22579.4,22595.8,22564.5,22568.5,0
2025-02-27 09:25:00+05:30,22568.85,22570.15,22551.5,22555.75,0
2025-02-27 09:30:00+05:30,22554.8,22576.25,22550.6,22562.4,0
2025-02-27 09:35:00+05:30,22562.45,22575.0,22535.05,22541.5,0
2025-02-27 09:40:00+05:30,22542.5,22563.7,22541.05,22560.2,0
2025-02-27 09:45:00+05:30,22560.25,22570.0,22552.8,22554.4,0
2025-02-27 09:50:00+05:30,22554.55,22555.9,22535.9,22537.3,0
2025-02-27 09:55:00+05:30,22537.65,22548.65,22530.0,22538.4,0
2025-02-27 10:00:00+05:30,22537.95,22548.3,22536.6,22539.0,0
2025-02-27 10:05:00+05:30,22539.8,22552.45,22538.55,22548.95,0
2025-02-27 10:10:00+05:30,22548.95,22549.55,22535.75,22542.3,0
2025-02-27 10:15:00+05:30,22542.9,22549.75,22540.25,22540.25,0
2025-02-27 10:20:00+05:30,22540.6,22541.4,22526.95,22528.2,0
2025-02-27 10:25:00+05:30,22528.3,22539.45,22526.4,22535.85,0
2025-02-27 10:30:00+05:30,22535.6,22547.15,22533.2,22545.7,0
2025-02-27 10:35:00+05:30,22545.55,22551.05,22540.75,22550.55,0
2025-02-27 10:40:00+05:30,22550.85,22554.95,22547.5,22553.4,0
2025-02-27 10:45:00+05:30,22553.7,22555.35,22551.1,22553.55,0
2025-02-27 10:50:00+05:30,22553.75,22564.7,22553.4,22558.8,0
2025-02-27 10:55:00+05:30,22558.2,22562.1,22548.1,22549.9,0
2025-02-27 11:00:00+05:30,22549.35,22551.35,22543.25,22549.5,0
2025-02-27 11:05:00+05:30,22550.0,22550.5,22540.8,22543.3,0
2025-02-27 11:10:00+05:30,22543.05,22549.35,22542.1,22548.95,0
2025-02-27 11:15:00+05:30,22549.35,22557.25,22539.35,22541.25,0
2025-02-27 11:20:00+05:30,22540.95,22545.85,22538.9,22540.1,0
2025-02-27 11:25:00+05:30,22540.35,22542.55,22538.2,22539.85,0
2025-02-27 11:30:00+05:30,22540.3,22540.3,22532.65,22534.95,0
2025-02-27 11:35:00+05:30,22534.85,22535.9,22528.3,22530.45,0
2025-02-27 11:40:00+05:30,22530.75,22537.5,22530.25,22531.45,0
2025-02-27 11:45:00+05:30,22530.4,22532.45,22524.2,22530.95,0
2025-02-27 11:50:00+05:30,22530.95,22537.45,22528.9,22532.85,0
2025-02-27 11:55:00+05:30,22532.8,22534.15,22524.7,22525.0,0
2025-02-27 12:00:00+05:30,22524.55,22527.0,22519.6,22521.85,0
2025-02-27 12:05:00+05:30,22521.75,22525.2,22519.65,22523.1,0
2025-02-27 12:10:00+05:30,22523.7,22528.65,22521.7,22526.65,0
2025-02-27 12:15:00+05:30,22526.9,22529.1,22524.4,22527.25,0
2025-02-27 12:20:00+05:30,22528.1,22534.1,22525.55,22530.0,0
2025-02-27 12:25:00+05:30,22530.2,22531.2,22525.3,22526.75,0
2025-02-27 12:30:00+05:30,22527.6,22528.6,22520.8,22521.65,0
2025-02-27 12:35:00+05:30,22521.65,22523.1,22516.15,22521.9,0
2025-02-27 12:40:00+05:30,22521.75,22528.1,22520.75,22526.8,0
2025-02-27 12:45:00+05:30,22527.7,22533.65,22526.7,22529.05,0
2025-02-27 12:50:00+05:30,22529.25,22531.65,22526.1,22531.4,0
2025-02-27 12:55:00+05:30,22532.25,22535.6,22531.2,22534.3,0
2025-02-27 13:00:00+05:30,22535.2,22537.65,22530.95,22531.8,0
2025-02-27 13:05:00+05:30,22531.65,22534.85,22529.9,22530.3,0
2025-02-27 13:10:00+05:30,22532.5,22535.2,22527.1,22527.8,0
2025-02-27 13:15:00+05:30,22528.75,22536.25,22525.95,22533.1,0
2025-02-27 13:20:00+05:30,22534.8,22540.65,22530.85,22536.3,0
2025-02-27 13:25:00+05:30,22537.05,22537.5,22530.35,22536.6,0
2025-02-27 13:30:00+05:30,22536.25,22542.6,22531.7,22539.05,0
2025-02-27 13:35:00+05:30,22540.0,22541.95,22532.6,22536.5,0
2025-02-27 13:40:00+05:30,22538.45,22539.9,22531.05,22538.8,0
2025-02-27 13:45:00+05:30,22539.7,22544.75,22535.2,22541.0,0
2025-02-27 13:50:00+05:30,22542.25,22544.25,22532.15,22537.4,0
2025-02-27 13:55:00+05:30,22538.5,22544.1,22535.95,22541.45,0
2025-02-27 14:00:00+05:30,22542.05,22550.45,22537.75,22543.4,0
