date,open,high,low,close,volume,Close,macd,rsi,ema_20,ema_50,target
2025-02-21 13:20:00+05:30,22778.45,22779.25,22770.0,22775.95,0,22775.95,-6.7659403151519655,42.310325240736304,22789.95520418339,22799.64,0
2025-02-21 13:25:00+05:30,22774.2,22778.2,22749.75,22753.55,0,22753.55,-8.875302267930238,35.116393808147215,22786.48804188021,22797.832549019608,1
2025-02-21 13:30:00+05:30,22751.8,22768.55,22751.55,22765.8,0,22765.8,-9.449585253518308,41.02222548378374,22784.517752177333,22796.576370626684,0
2025-02-21 13:35:00+05:30,22764.4,22767.05,22723.8,22726.95,0,22726.95,-12.890979783496732,31.293775241618945,22779.035109112825,22793.845924719757,1
2025-02-21 13:40:00+05:30,22726.7,22739.5,22721.8,22735.6,0,22735.6,-14.750294816571113,34.99045104695818,22774.89843205446,22791.561770809178,0
2025-02-21 13:45:00+05:30,22735.25,22736.3,22720.3,22731.0,0,22731.0,-16.405880157970387,33.94450059846789,22770.71762900165,22789.186799404895,1
2025-02-21 13:50:00+05:30,22729.7,22753.1,22729.55,22752.75,0,22752.75,-15.780986848149041,42.67068585485924,22769.00642623959,22787.757905310587,1
2025-02-21 13:55:00+05:30,22751.75,22758.3,22749.1,22756.15,0,22756.15,-14.840332695461257,43.91790850488472,22767.782004692963,22786.518379612135,0
2025-02-21 14:00:00+05:30,22755.05,22766.4,22739.6,22753.25,0,22753.25,-14.165571377023298,43.057470625497636,22766.398004246013,22785.213737274404,1
2025-02-21 14:05:00+05:30,22752.9,22778.3,22750.95,22770.5,0,22770.5,-12.099412835490511,49.407033154057174,22766.7886705083,22784.636727969526,1
2025-02-21 14:10:00+05:30,22769.8,22781.15,22769.4,22778.9,0,22778.9,-9.672657136732596,52.20209110683408,22767.94213045989,22784.411758245235,1
2025-02-21 14:15:00+05:30,22778.6,22790.85,22773.75,22789.65,0,22789.65,-6.80357324583747,55.58394262787973,22770.00954660657,22784.61717949052,0
2025-02-21 14:20:00+05:30,22788.9,22792.05,22779.8,22782.6,0,22782.6,-5.040575060709671,52.93859131742074,22771.208637405944,22784.538074412463,0
2025-02-21 14:25:00+05:30,22782.45,22785.0,22760.05,22770.8,0,22770.8,-4.543176766823308,48.756051287261414,22771.169719557758,22783.99932639629,0
2025-02-21 14:30:00+05:30,22769.35,22785.6,22765.35,22770.1,0,22770.1,-4.157543610457651,48.51119547428154,22771.06784150464,22783.454254772903,1
2025-02-21 14:35:00+05:30,22768.75,22781.75,22768.75,22779.9,0,22779.9,-3.0262635750077607,52.13537167068758,22771.908999456577,22783.31487223279,1
2025-02-21 14:40:00+05:30,22781.0,22792.5,22777.2,22786.6,0,22786.6,-1.5709727942448808,54.49368535421523,22773.308142365473,22783.44370077268,1
2025-02-21 14:45:00+05:30,22787.2,22798.75,22780.7,22797.25,0,22797.25,0.4366877638385631,58.033263961857244,22775.588319283048,22783.985124271792,0
2025-02-21 14:50:00+05:30,22796.05,22800.7,22781.2,22784.3,0,22784.3,0.9716162607583101,52.66866735999936,22776.418003160856,22783.997472339564,0
2025-02-21 14:55:00+05:30,22782.1,22787.2,22771.75,22772.8,0,22772.8,0.46226831662715995,48.39072474319203,22776.07343143125,22783.55835577723,1
2025-02-21 15:00:00+05:30,22771.5,22796.6,22771.5,22790.65,0,22790.65,1.4818701459589647,54.560148378887696,22777.461676056846,22783.83645947224,1
2025-02-21 15:05:00+05:30,22790.4,22808.15,22790.4,22807.5,0,22807.5,3.6079756231192732,59.48384640593945,22780.322468813334,22784.76444145372,1
2025-02-21 15:10:00+05:30,22808.85,22812.7,22806.05,22810.75,0,22810.75,5.491870505527913,60.37568128307337,22783.220328926353,22785.783482965337,0
2025-02-21 15:15:00+05:30,22810.2,22812.25,22788.25,22794.3,0,22794.3,5.593020393396728,53.90762664282276,22784.27553569527,22786.11746402552,0
2025-02-21 15:20:00+05:30,22793.25,22797.05,22789.2,22791.7,0,22791.7,5.401123349496629,52.942229539542105,22784.982627533813,22786.336387004914,0
2025-02-21 15:25:00+05:30,22792.0,22795.4,22763.2,22764.35,0,22764.35,3.007459017670044,44.01314648112244,22783.017615387736,22785.47417574982,0
2025-02-24 09:15:00+05:30,22611.5,22668.05,22607.5,22645.0,0,22645.0,-8.422989778126066,24.552678265355624,22769.873080588906,22779.965384543946,0
2025-02-24 09:20:00+05:30,22644.65,22644.65,22613.6,22624.55,0,22624.55,-18.913820147728984,22.700582488524795,22756.03278719949,22773.870663581438,0
2025-02-24 09:25:00+05:30,22625.7,22645.25,22612.35,22621.4,0,22621.4,-27.168871632202354,22.420037300399514,22743.210616990014,22767.891421872362,1
2025-02-24 09:30:00+05:30,22619.95,22644.35,22619.85,22627.4,0,22627.4,-32.848255312259425,24.338124319988975,22732.181034419536,22762.381954347955,0
2025-02-24 09:35:00+05:30,22626.85,22628.7,22575.75,22586.25,0,22586.25,-40.20619688139777,20.580027511043603,22718.282840665295,22755.47481888333,0
2025-02-24 09:40:00+05:30,22586.75,22589.5,22563.2,22570.75,0,22570.75,-46.749242875663185,19.3669497896735,22704.232093935265,22748.230708338884,1
2025-02-24 09:45:00+05:30,22571.65,22596.0,22568.15,22591.5,0,22591.5,-49.687535402499634,25.682415046924508,22693.495704036668,22742.084406051086,0
2025-02-24 09:50:00+05:30,22591.05,22596.95,22580.1,22587.6,0,22587.6,-51.734487833473395,25.281614545165294,22683.41039889032,22736.026194049082,0
2025-02-24 09:55:00+05:30,22587.65,22596.7,22574.3,22582.55,0,22582.55,-53.15150768299645,24.743147905567685,22673.80464661505,22730.007519772647,0
2025-02-24 10:00:00+05:30,22581.85,22586.8,22566.3,22574.2,0,22574.2,-54.322090098630724,23.83903544153587,22664.318489794572,22723.897420958034,1
2025-02-24 10:05:00+05:30,22574.4,22576.75,22560.3,22576.6,0,22576.6,-54.42870492456859,24.690810518376225,22655.964347909372,22718.1210515087,0
2025-02-24 10:10:00+05:30,22574.35,22590.05,22568.8,22572.15,0,22572.15,-54.246950672248204,24.15146214447811,22647.982029060862,22712.396696547577,0
2025-02-24 10:15:00+05:30,22572.5,22578.65,22565.0,22571.9,0,22571.9,-53.50629476888935,24.11958579690977,22640.736121531256,22706.887022173163,0
2025-02-24 10:20:00+05:30,22571.95,22580.9,22549.05,22552.7,0,22552.7,-53.847874391402,21.74577589714445,22632.35172900447,22700.84047228402,1
2025-02-24 10:25:00+05:30,22552.0,22569.85,22548.35,22567.35,0,22567.35,-52.33318179489288,27.600828073228524,22626.161088146902,22695.605551802295,1
2025-02-24 10:30:00+05:30,22567.3,22575.5,22562.95,22574.1,0,22574.1,-50.01160575153699,30.192476247291093,22621.20288927577,22690.840628202208,0
2025-02-24 10:35:00+05:30,22574.4,22574.7,22555.85,22558.55,0,22558.55,-48.86323015344533,27.729835597887075,22615.235947439982,22685.652760429573,0
